Title,Description,DA - Manuel Collab Brand,Post Type,Post Url,Scrappé - SN Brand,Scrappé - SN Has Paid Placement,DA - Key Account,DA - LookUp - Social Network,Problème (from Data Admin - Brand),Category (from Data Admin - Brand),Manuel - Annotation Checked,Script - Annotation Checked,Manuel - Collab Commerciale,Script - Collab Commerciale,Manuel - Autres marques,Script - Autres marques,Chosen Post
No title,Nostalgie 🥹,,GraphSidecar,instagram.com/p/DKZ6gJZtnV-/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,On est officiellement dans la meilleure période de l’année 😍,,GraphImage,instagram.com/p/DKWsAA1NYji/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"1 an et demi sépare ces 2 photos 🐶
Toujours un bonheur d’être avec ce gros bébé pas super fiable en terme de mécanique mais c’est tellement rien par rapport à l’amour qu’il m’apporte 😍 Opération des ligaments dans quelques semaines 💪🏼
Uly ❤️",,GraphSidecar,instagram.com/p/DKPk-mNtDkE/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"Je lance ma course de vélo avec mes règles et surtout ma région 🔥
Je ne serais pas tout seul pour ce projet 😏 J’ai besoin de vous 🫵🏻

Tu as jusqu’au 28/05 pour postulé sur https://www.redbull.com/fr-fr/projects/autour-de-la-rance

À très vite 🚴🏻🚴🏻🚴🏻🚴🏻",,GraphVideo,instagram.com/p/DKAOQpeNr9w/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,10 ans 🎂,,GraphVideo,instagram.com/p/DJ4vIdxtIQ5/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,À part le bronzage je vois aucune différence 😶‍🌫️,,GraphSidecar,instagram.com/p/DJwG5h4tzn-/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,POV : L’été arrive plus vite que prévu ☀️🕺🏻,,GraphVideo,instagram.com/p/DJrf3vRtgaM/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"DUMP léger qui fait plaisir 📸
1. Au chaton de Youtube
2. Reprise du vélo 🚲
3. Avec mon bébé 
4. L’aventure de bouzi Tattoo continue
5. Résultat (c’est mon 10ème tatouage)
6. L’araignée Gypsie qui monte à la gouttière
7. Nouveau maillot de mon club préféré 
8. Uly et son … bâton énorme",,GraphSidecar,instagram.com/p/DJgm5oMNZ9G/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"Le Bouseuh, meneur du 𝗽𝗲𝗹𝗼𝘁𝗼𝗻 𝗥𝗼𝘂𝗴𝗲 𝗲𝘁 𝗡𝗼𝗶𝗿 jusqu’au Roazhon Park 🏟️",,GraphSidecar,instagram.com/p/DJb9VAXoEf6/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Énorme séance bras avec le frérot @_cannette_ et le couz @louisbht 💪🏼,,GraphVideo,instagram.com/p/DJMl6z9NoN0/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"Flex ultime avec cette beauté international 🫠🖤
📸 @yanisflr_",,GraphSidecar,instagram.com/p/DIwh6NytTkn/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"Vous avez sûrement remarqué que depuis quelques jours, je teste une mystérieuse boisson avec sa canette QR code 👀🥤 Bonne nouvelle : vous pouvez maintenant vous aussi goûter les sodas prébiotiques de chez @yass.soda ! Et il y en a pour tout le monde avec ces 4 goûts uniques. Ma préférée, c’est red’n blue berries 🫠

Vous pouvez dès maintenant foncer chez Carrefour pour goûter ces nouveaux sodas, faibles en sucre et enrichis en fibres. Et dans quelques semaines, ils seront dispos dans tous les supermarchés !",Yass Soda,GraphVideo,instagram.com/p/DIjeJHKNaR3/,yass.soda,true,levraibouseuh,instagram,,FOOD,false,,None,None,,,false
No title,Vers l’infini et au-delà,,GraphSidecar,instagram.com/p/DIYcIfFtrkf/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Pas très serein Uly sur cette trend 🐶🤣,,GraphVideo,instagram.com/p/DIJv1zwN1G_/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Désolé …,,GraphVideo,instagram.com/p/DH6XSiKt-1b/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Trickshot en quad 😈,,GraphVideo,instagram.com/p/DH3tLQrNloa/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Ça se dessine pour l’été ☀️,,GraphImage,instagram.com/p/DHypBJuNBfV/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Je prank mon chien,,GraphVideo,instagram.com/p/DHgtA3rNf14/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,J’essaye la M5 du concours de @thierryvigneauboiserie 🔥,,GraphVideo,instagram.com/p/DHTyx3DtKVP/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Mon premier MUSCLE UP,,GraphVideo,instagram.com/p/DHMCgjsNguh/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"👦🏻👩🏻🧔🏻
.
.
.
.

📸 @nathanfeyt_photo",,GraphImage,instagram.com/p/DHJqVfqt-G2/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"Nouveau drop @lockd_clothing ce soir 21h 🤤🖤
.
.
.
.
.
📸 @alexandrep__",,GraphSidecar,instagram.com/p/DG-a6uAN2g5/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,PRANKED 🥲,,GraphVideo,instagram.com/p/DG3brNHtY_P/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"D’où provient le fromage de b*te ? @charles.co 
Nouveau PODCAST sur la chaîne dispo (aussi sur les plateformes d’écoute) 🥰",,GraphVideo,instagram.com/p/DGyMF7WNoMN/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Mes cadeaux souvenir du Maroc 🇲🇦,,GraphVideo,instagram.com/p/DGvnR_qN3XK/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"Mister France 2025 vs Moi mdr
@mattbedini",,GraphVideo,instagram.com/p/DGsZPz0NHxA/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,La consécration ultime pour cette personne ! 😂💩,,GraphVideo,instagram.com/p/DGgRmoTtHxU/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"🎁 BIG CONCOURS 🎁 

Avec @courir on organise THE CONCOURS avec presque 7000€ de lots pour vous gâter ce début d’année !

Les 9 plus chanceux d’entre vous aurons la chance de gagner soit : 
- ⁠1 iPhone 16
- ⁠1 PS5
- ⁠1 Apple Watch
- ⁠1 Drone DJI
- ⁠1 Camera Insta360
- ⁠1 Airpods Max
- ⁠3 bons d’achat Courir de 1000€ 

Pour participer :
- Follow @courir et @levraibouseuh
- Like cette photo
- Tag 2 potes

Tirage le 01/03/2025 (dans 7 jours)
Les gagnants seront directement contactés par @weareura404 

Good luck 🤞🏼
#sharethesneakerspirit #courir @weareura404 

📸 @alexandrep__ 

#collaborationcommerciale",COURIR,GraphSidecar,instagram.com/p/DGaYoYmNA8F/,,false,levraibouseuh,instagram,,Vêtements,false,,None,None,,,false
No title,"DUMP début 2025 🥰
1. Meilleur raclette du monde 
2. J’ai fais la plus grosse galette des rois de France (faux)
3. @theoleguerrier se prépare pour un 60m
4. Tournage pour @vandamme_ines la boss
5. Uly et sa tête de fion
6. Bébé lièvre qui a retrouvé sa maman 🔥
7. Duo de légende à la NBA @superkevintran 
8. Live de qualité 
9. Je baroude @nissanfrance 
10. Petite photo au réveil j’ai caché ma gole",,GraphSidecar,instagram.com/p/DF2RIQ8tllm/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,CE PARE-SOLEIL QUI DECONNE TOUT LE TEMPS …,,GraphVideo,instagram.com/p/DFnhDuGN1L0/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Opening nutella inspiré du boss @flambyyy_,,GraphVideo,instagram.com/p/DFklvnGMbeh/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,🗿🗿,,GraphSidecar,instagram.com/p/DFTDYvZxOgy/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,ENFIIIN la barre à 100KG valide 🥰,,GraphVideo,instagram.com/p/DFSU29Et6y7/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Ouais pas mal le rat avec un petit truc en plus,,GraphVideo,instagram.com/p/DFQXz8DNOIE/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"Chez @sheinfrance_ c’est déjà le printemps 🌸🌷🌼

Le soleil revient à grands pas ☀️

-15% dès 29€ d’achats, -20% dès 69€ d’achats avec mon code « ❤️26SCARLA ❤️» et bénéficiez d’énormes remises en tapant en barre de recherche mon code « BP8GJ » 

@sheinofficial 

#SHEINsaveinstyle

Collaboration commerciale rémunéré",SHEIN,GraphVideo,instagram.com/p/DVOyFO0DKqy/,,false,carlamoreau_____,instagram,"Fast fashion,Pollution,Travail des enfants,Travail forcé",Fast fashion,false,,None,None,,,false
No title,"🔥Temu 0€ arnaque ou pas !?🔥#Collaboration commerciale
➡️Téléchargez l’appli TEMU➡️Tapez mon code【kcb7585】dans la barre de recheche➡️Obtiens TOUS les articles à 0€ !
🎁Nouveaux utilisateurs de l’app avec commandes éligibles uniquement|CGV applicables 
Publicité",TEMU,GraphVideo,instagram.com/p/DVMLpXCDDYY/,"temu_france,shoptemu",true,carlamoreau_____,instagram,"Pollution,Fast fashion,Travail des enfants",Vente à distance,false,,None,None,,,false
No title,🏝️🤍,,GraphVideo,instagram.com/p/DVJxKVtEROK/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"Direction les Bahamas… et clairement, c’était magique 🩵
Cette couleur d’eau, ces couchers de soleil , cette douceur de vivre… c’est le genre d’endroit qui te fait décrocher instantanément. Vivre le moment présent ✨
Ce que j’ai adoré ? Tout était organisé à la perfection. Un voyage pensé pour nous, selon nos envies, sans avoir à gérer quoi que ce soit. Franchement, ça change tout merci Tourlane🫶
Et parce que j’ai envie que vous viviez ça aussi… 🎁
✨ -200€ sur votre réservation avec TourlaneCode promo : 🌴CARLA200🌴Valable jusqu’au 31 mai 2026Lien dédié : https://www.tourlane.fr/aventure/carlausa/ publicité",TOURLANE,GraphVideo,instagram.com/p/DVJbGIRgGpc/,,false,carlamoreau_____,instagram,,VOYAGE,false,,None,None,,,false
No title,Avec toi 🤍✨,,GraphSidecar,instagram.com/p/DVEB1zkAD1H/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"Moi qui ne portais presque jamais de jeans… j’ai changé d’avis grâce à Halara 😍
Je porte le Halara Flex, le denim stretch qui offre à la fois confort et chic 💙
Franchement, je suis bluffée : il a l’apparence d’un vrai jean, mais avec une élasticité incroyable.
Il s’adapte parfaitement à la silhouette 🥰
Ce pantalon est déjà en promo, alors profitez-en pour ajouter mon code pour une double réduction 💗
🎁 10 € offerts dès 99 € d’achat avec le code 💕carlamrr99 💕(valable sur tous les produits)
🎁 -20 % avec le code 🌈carlam16🌈 (non cumulable avec d’autres promotions)
@halara_official @halara_france
#publicité",HALARA,GraphVideo,instagram.com/p/DVB0ErSAMDz/,halara_france,true,carlamoreau_____,instagram,,Fast fashion,false,,None,None,,,false
No title,"@tourlane MIAMI… c’est magique 🧡🌴
Un immense merci à Tourlane pour l’organisation de ce voyage incroyable 🫶 Tout est pensé sur-mesure et ça change tout quand on peut profiter à 100% sans stress 🤍
Et j’ai une surprise pour vous 🎁
Si vous voulez, vous aussi, vivre une aventure comme la nôtre :
✨ -200€ sur votre réservation Tourlane
Code promo : 🌈CARLA200🌈
Valable jusqu’au 31 mai 2026
Lien dédié : https://www.tourlane.fr/aventure/carlausa/
Qui se voit déjà ici ? ✈️💛 Publicité",TOURLANE,GraphSidecar,instagram.com/p/DU_ZkpHkaeU/,,false,carlamoreau_____,instagram,,VOYAGE,false,,None,None,,,false
No title,"@tourlane MIAMI… c’est magique 🧡🌴
Un immense merci à Tourlane pour l’organisation de ce voyage incroyable 🫶 Tout est pensé sur-mesure et ça change tout quand on peut profiter à 100% sans stress 🤍
Et j’ai une surprise pour vous 🎁
Si vous voulez, vous aussi, vivre une aventure comme la nôtre :
✨ -200€ sur votre réservation Tourlane
Code promo : 🌈CARLA200🌈
Valable jusqu’au 31 mai 2026
Lien dédié : https://www.tourlane.fr/aventure/carlausa/
Qui se voit déjà ici ? ✈️💛 publicité",TOURLANE,GraphVideo,instagram.com/p/DU_Vob5EdGP/,,false,carlamoreau_____,instagram,,VOYAGE,false,,None,None,,,false
No title,@FashionNova 👗 In The City Trench Coat Mini Dress - Taupe/combo #publicite,FASHIONNOVA,GraphVideo,instagram.com/p/DU8xBXiEUr3/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,🥹🤍,,GraphVideo,instagram.com/p/DUyeWDwjE1x/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"Saint Valentin 💌 by @lovelyadventure_ 
Partage spontané",,GraphVideo,instagram.com/p/DUyIsJyDOo9/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"Pas besoin de Valentin 💌 Quand on est entourée d’amis en or 🫶 Une Saint-Valentin juste parfaite✨

Décoration by @lovelyadventure_ 

Partage spontané",,GraphSidecar,instagram.com/p/DUyBJT8jNQK/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"🎁 JEU CONCOURS DUBAI 🎁
@arik.property 
On vous fait gagner 2 billets d’avion pour Dubaï afin de visiter l’immobilier sur place !
Pour participer :
✨ Abonne-toi à @arik.property et à mon compte
❤️ Like ce reel
💬 Commente « Dubai »
❤️Identifie la personne avec qui tu aimerais partir
📅 Tirage au sort le : 20 Février 
Les gagnants seront contactés directement par @arik.property.
Bonne chance à tous 🥰 Publicité",ARIK PROPERTY,GraphVideo,instagram.com/p/DUqrDRsDMhu/,,false,carlamoreau_____,instagram,,Immobilier,false,,None,None,,,false
No title,"Gros coup de cœur pour Les Fleurs d’Inès au Vésinet @lesfleursdines des bouquets chic, élégants, et faits avec passion par Stéphanie ✨❤️
Parfait pour la Saint-Valentin… ou pour faire plaisir tous les jours 🌹
Et bonus : livraison 7j/7 en Île-de-France 🤩
📍 8, place de l’Église 78110 Le Vésinet
📞 01 39 76 74 81 🤍  #publicite",Les Fleurs d’Inès,GraphVideo,instagram.com/p/DUlidvzDNWl/,,false,carlamoreau_____,instagram,,Fleurs,false,,None,None,,,false
No title,"Je vous montre ma routine skincare du moment avec Biodance ✨
Le sérum au collagène est devenu mon indispensable pour une peau plus rebondie et lumineuse j’adore le glow qu’il laisse 💧😍
Et bonne nouvelle ! il arrive sur Amazon en février … vous allez pouvoir l’essayer ❤️
Foncez commander votre sérum biodance ! 💕
@biodance_eu",BIODANCE,GraphVideo,instagram.com/p/DUgVlybDLlt/,,false,carlamoreau_____,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,@FashionNova 🤍 Back For More Backless Halter Maxi Dress - Red #publicite,FASHIONNOVA,GraphVideo,instagram.com/p/DUYpQeGDIDW/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,@FashionNova ❤️‍🔥Soft Seduction Pinstripe Mini Dress - Black/White : publicité,FASHIONNOVA,GraphVideo,instagram.com/p/DUQ32j0DJPG/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"❤️🎁JEU CONCOURS SPÉCIAL SAINT-VALENTIN ❤️🎁
Pour la Saint-Valentin, le Café du Temple vous fait plaisir ✨
🎁 14 brunchs à gagner🎁
✨7 gagnants
✨2 brunchs chacun‼️
⚠️À venir déguster le 14 février
⏰ À l’heure de votre choix
Pour participer :
1️⃣ Abonne-toi à @cafedutemple 
2️⃣ Abonne-toi à mon compte
3️⃣ Commente ce post 💬
4️⃣ Partage-le en story pour doubler tes chances ❤️
📍 Rendez-vous le 14 février pour venir déguster un brunch généreux, gourmand, réconfortant😍
🍀 Bonne chance à tous & joyeuse Saint-Valentin 💌 *invitation",cafedutemple,GraphVideo,instagram.com/p/DUOSkPNDOc7/,,false,carlamoreau_____,instagram,,FOOD,false,,None,None,,,false
No title,🖤🖤🖤 @wardrobe.nyc obsession,,GraphSidecar,instagram.com/p/DVHK_E_iNwM/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Dior Addict the sweetest 🌸 Je vous fais gagner les 3 nouvelles eaux de parfum 👇🏼🥰

1-Être abonné(e) à mon compte Insta 
2-Liker cette vidéo 
3-Poster un commentaire en me disant laquelle  des trois vous fait envie !
Vous avez jusqu’au 1er mars inclus pour participer !

#DiorAddict #DiorParfums #DiorMakeup #DiorBeauty",DIOR BEAUTY,GraphVideo,instagram.com/p/DU22MQhiKXo/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Freezing ? Snow problem ! Megève c’était magique avec cette neige 🤍❄️
Invitation",,GraphSidecar,instagram.com/p/DUqDwmkCIZ-/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,Faites attention il y en a partout en Haute Savoie. Très difficile d’y échapper …,,GraphVideo,instagram.com/p/DUdQD2NCIjR/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Motivée en haut la flemme en bas et puis on sait que 99% du temps c’est la dernière 🤭

@ghdfrance invitation",GHD,GraphSidecar,instagram.com/p/DUbHAtwCHc5/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Vous aussi vous vous faites victimiser par des vidéos de fruits qui vous disputent ? 😅Au tour des accessoires et makeup,,GraphVideo,instagram.com/p/DUaSfkoiEh-/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Ski therapy ❄️⛷️ @ghdfrance //invitation
Combinaison @cordova.co 
Gants @goldbergh",GHD,GraphVideo,instagram.com/p/DUY2FgGiIkf/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"GHD SPEED is très speeding ⛷️❄️//publicité*

#ghd #ghdspeed #ghdfrance",GHD,GraphVideo,instagram.com/p/DUVzv1PCAyl/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Maman Noël à Megève ❤️ merci @lorealparis c’était magique (sauf la dernière)//Invitation*
#lorealparisfr",LOREAL,GraphSidecar,instagram.com/p/DUQ7vOsiMM_/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,T’es la Mary Poppins du groupe toi aussi ? 😅👜,,GraphVideo,instagram.com/p/DUNeDZliPBh/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Petit Dump de mes 2 dernières semaines avec  la découverte des nouveaux produits @samsungfrance qui sortent aujourd'hui et ils sont vraiment masterclass 😍

@samsungfrance #GalaxyUnpacked #GalaxyS26Ultra #Galaxybuds4Pro #Galaxybook6",SAMSUNG,GraphSidecar,instagram.com/p/DVMLDQtjcGS/,samsungfrance,true,levraibouseuh,instagram,,Tel,false,,None,None,,,false
No title,"La petite nouvelle 🏍
Maintenant il va falloir changer mon skin 🥲",,GraphVideo,instagram.com/p/DU053lPjcEl/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"Hyrox Nice 2026 🤟🏻
.
.
.
.
.
.
📸 @sarahbrandini @sebphotoobj @nolanfrvl",,GraphSidecar,instagram.com/p/DUxor8_DWtM/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,"Le binôme le plus improbable, prêt pour l’hyrox de Nice ! À demaiiiiin💪🏼😎",,GraphSidecar,instagram.com/p/DUtk9Y9jHbn/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,Le bon Dump de Janvier 2026 😇,,GraphSidecar,instagram.com/p/DUQ12RCjWqT/,,false,levraibouseuh,instagram,,,false,,None,None,,,false
No title,🏝️🤍☀️ #bahamas,,GraphSidecar,instagram.com/p/DVRZ3tPjAgO/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"✨ Offre spéciale pour vous ✨ @halara_france 
Vous allez adorer cette combinaison 😍
Elle est flatteuse, ultra confortable et parfaite au quotidien.
🎁 Codes promo exclusifs :
10 € offerts dès 99 € d’achat → 🤍carlamm99🤍
-20 % sur tout le site → 
🌈carlam14🌈 (non cumulable avec d’autres promotions) 
Profitez-en !❤️ @halara_france 
#halara_fr #halara #halaracombinaison publicité",HALARA,GraphVideo,instagram.com/p/DULu0-6DNHy/,halara_france,true,carlamoreau_____,instagram,,Fast fashion,false,,None,None,,,false
No title,"@FashionNova 👚✨
Wild At Night Faux Leather Micro Short Set - Burgundy
Publicité",FASHIONNOVA,GraphSidecar,instagram.com/p/DUBiq7JDIOB/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"@FashionNova 📸 
Always In Love With Lace Mini Dress - Light Blue #publicite",FASHIONNOVA,GraphSidecar,instagram.com/p/DT-4Y68DIlX/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"✨ La combinaison parfaite existe… et elle est chez HALARA ✨ @halara_france
Ultra flatteuse, confortable et canon pour toutes les occasions 😍
Que ce soit pour sortir, voyager ou le quotidien, c’est clairement un must-have 💕
🎁 Codes promo exclusifs :
➡️ 10€ offerts dès 99€ d’achat avec le code 📺carlamm99📺
➡️ -20 % de réduction avec le code🌈 carlam14 🌈(non cumulable avec d’autres promotions)
Ne passe pas à côté 🥰
Dis-moi en commentaire si tu craques 🤍
#halara_fr #halara #halaraCombinaison",HALARA,GraphVideo,instagram.com/p/DT8XqNxjBd7/,halara_france,true,carlamoreau_____,instagram,,Fast fashion,false,,None,None,,,false
No title,@FashionNova ✨Slip Into Something Lace Trim Satin Midi Dress - Sage publicité,FASHIONNOVA,GraphSidecar,instagram.com/p/DT0oDaIDEjg/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"AIME-MOI DANS LA NEIGE ❄️ 🎶 
AIME-MOI SOUS LE SOLEIL ☀️ 🎶

(Ski Season Base Layer Set - Light Pink ) @FashionNova Publicité",FASHIONNOVA,GraphSidecar,instagram.com/p/DTx-JhCDKSA/,,false,carlamoreau_____,instagram,Fast fashion,Fast fashion,false,,None,None,,,false
No title,"Tu cherches où bruncher à Paris sans te tromper ?
Des endroits beaux, gourmands, accessibles,
où tu sais que tu vas te régaler du début à la fin 🥞☕
Voici mes 5 adresses coups de cœur à garder précieusement
(et à tester très vite👇🏻)

📍 Le Café Pierre 27€
2 boulevard de Magenta, 75010 Paris @lecafepierre
📞 01 40 37 71 10

📍 Le Café du Temple 25€
14 rue du Faubourg du Temple, 75011 Paris @cafedutemple
📞 01 58 30 38 96

📍 Le Café le Bistro 25,50€
32 boulevard de Magenta, 75010 Paris @cafe.le.bistro
📞 09 50 88 07 38

📍 Chez Gaston 24,50€
112 boulevard Richard Lenoir, 75011 Paris @chez.gaston.official
📞 09 55 49 03 59

📍 Café Ella 25€
85 rue de la Convention, 75015 Paris @cafe.ella.officiel
📞 09 80 62 49 50

Des produits frais, des assiettes généreuses,
des ambiances où tu te sens bien…
Bref, des brunchs qui font vraiment plaisir ✨❤️ invitation",,GraphVideo,instagram.com/p/DTvayTLjHRk/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,Happy 29th birthday 🪽✨🫶,,GraphSidecar,instagram.com/p/DTst0mBjKzW/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,Unforgettable Birthday 🥹✨🙏🏻,,GraphVideo,instagram.com/p/DTqkt3vDExX/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"🔥Temu 0€ Unboxing pour ma fille🔥
Aujourd’hui on déballe ensemble un colis juste incroyable 😍
➡️Téléchargez l’appli TEMU
➡️Tapez mon code【dxj7725】dans la barre de recherche
➡️Obtiens TOUS les articles à 0€ si tu es nouvel utilisateur de l’application !
💡Elle était trop heureuse de découvrir toutes ces surprises 🎀
🎁Nouveaux utilisateurs de l’app avec commandes éligibles uniquement | CGV applicables publicité",TEMU,GraphVideo,instagram.com/p/DTOAJDYjMf9/,"temu_france,shoptemu",true,carlamoreau_____,instagram,"Pollution,Fast fashion,Travail des enfants",Vente à distance,false,,None,None,,,false
No title,2026🤍✨,,GraphVideo,instagram.com/p/DS8riSVDDQY/,,false,carlamoreau_____,instagram,,,false,,None,None,,,false
No title,"Snow, Smile & Ski avec @lorealparis 🤍//Invitation

#lorealparisfr",LOREAL,GraphSidecar,instagram.com/p/DULlAkciAVM/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"I can buy myself flowers 🌹💁🏻‍♀️ Unposted mais obligée de faire honneur à cette robe (pour ceux qui ont vu ma vidéo « les achats que je regrette », vous êtes là ?😂)

Invitation @erborian",ERBORIAN,GraphSidecar,instagram.com/p/DUEXqK9Dawh/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"Quilted jacket season
@dior",DIOR,GraphSidecar,instagram.com/p/DT-aslEiCw8/,,false,sananas2106,instagram,,Vêtements,false,,None,None,,,false
No title,"Rouge Noir @chanel.beauty 🥀Cette collection en édition limitée est inspirée de la teinte de vernis « Vamp » (ou Rouge Noir en Europe) sortie en 1994. C’est notamment la couleur que vous avez à l’intérieur du sac Timeless. Intemporelle, Emblématique, Inconique.

*Gift*

#chanel #chanelbeauty #rougenoirchanel",CHANEL,GraphVideo,instagram.com/p/DTqSHHKiMk5/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,"#2016 je n’ai pas assez de place pour tout mettre mais je crois que c’était la plus belle année sur les réseaux en effet … les meet up, les événements, les voyages, les lancements de marques, les rencontres, les make up avec faux cils obligatoires, les extensions et les lèvres bien bien présentes ahah c’était beau ! C’était léger et magique. On n’y reviendra peut-être pas mais je suis heureuse et reconnaissante d’avoir vécu tout ça à fond. Je suis chanceuse d’avoir eu toutes ces opportunités et de rencontrer toutes ces personnes ces 10 dernières années mais surtout : Sans vous toutes ces images n’auraient été qu’un rêve que je n’aurais même pas pu toucher du bout du doigt 🥰C’est vous qui avez fait tout ça, les créateurs ont ouvert la voie mais vous les avez soutenu et aimé. Merci pour ces 10 ans, je nous en souhaite encore beaucoup mais au pire, on aura kiffé et vécu des choses incroyables !",,GraphSidecar,instagram.com/p/DTm8ogKiK_C/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"La dernière c’est ma préférée 🤌🏻 

Robe @emiliawickstead 
Sac @savettenewyork 
Shoes @maisonalaia",,GraphSidecar,instagram.com/p/DTlheCZDVTG/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,"Dans une abbaye digne d’un vieux roman,
On rit comme des fous, pardon les moines d’antan.
Petit groupe, grandes blagues, zéro silence sacré,
On ferait scandaliser tout le clergé.
Merci @erborian pour cette retraite hors du temps,
Version Moyen Âge… mais avec fous rires bruyants. 

Sanaa, votre troubadour d’il était une fois 😆

*Invitation*

📷 certaines photos sont de @krissaintpatrick (merci j’adore !)",ERBORIAN,GraphSidecar,instagram.com/p/DTgWuD3jeOm/,,false,sananas2106,instagram,,Cosmétiques / esthétique,false,,None,None,,,false
No title,Quality time🤍 #2025,,GraphSidecar,instagram.com/p/DTFfqsbCIPq/,,false,sananas2106,instagram,,,false,,None,None,,,false
No title,Can’t wait ! ⛷️vous avez la ref ?,,GraphVideo,instagram.com/p/DTAvvUFiPIL/,,false,sananas2106,instagram,,,false,,None,None,,,false
